gene_id	archetype	rna_responds	prot_responds	regulated	amplitude_a	t_half_M0_h	t_half_M1_h	identifiable	lrt	lrt_p	lrt_fdr	gof_M0_p	rna_any_fdr	prot_any_fdr	lfc_rna_t0	lfc_rna_t6	lfc_rna_t24	lfc_rna_t48	lfc_prot_t0	lfc_prot_t6	lfc_prot_t24	lfc_prot_t48	pred_prot_t0	pred_prot_t6	pred_prot_t24	pred_prot_t48
ENSG00000880	unchanged	FALSE	FALSE	FALSE	2.223	0.5	0.5	TRUE	0.45	0.502423328158848	0.738684834668668	0.345291540425223	0.800858280626285	0.698519915373428	0	-0.055	0.142	-0.037	0	-0.186	0.195	-0.389	0	-0.048	0.134	-0.031
ENSG00000886	unchanged	FALSE	FALSE	FALSE	-1.474	139.61	0.5	FALSE	3.116	0.0775080333938696	0.234077367383891	0.119507003953146	0.57400092717846	0.359042735323669	0	0.366	-0.083	0.087	0	-0.551	0.084	0.17	0	0.006	0.018	0.017
ENSG00000888	kinetics_limited	TRUE	FALSE	FALSE	0.424	73.35	7.71	FALSE	1.769	0.183519722915202	0.417140606988249	0.146207234376537	1.44424806391333e-32	0.351409002250616	0	1.456	1.35	0.197	0	-0.093	0.699	0.154	0	0.057	0.369	0.465
ENSG00000889	unchanged	FALSE	FALSE	FALSE	-0.856	49.05	0.5	FALSE	0.549	0.458704009602625	0.709719653461146	0.415491036047662	0.835726434780214	0.488651414055643	0	0.082	0.117	-0.231	0	-0.222	0.152	0.269	0	0.003	0.026	0.001
ENSG00000894	unchanged	FALSE	FALSE	FALSE	-24.334	288	288	FALSE	1.602	0.205553649995856	0.450246149046156	0.00265907526327625	0.486554330912881	0.0942845122475551	0	-0.021	-0.144	-0.304	0	-0.956	-0.155	0.433	0	0	-0.004	-0.015
ENSG00000896	protein_only	FALSE	TRUE	FALSE	11.219	0.5	2.31	TRUE	86.223	1.60717039179144e-20	5.76668042959454e-19	3.21194394376934e-20	0.94366375346702	1.57694916628911e-06	0	-0.268	-0.118	-0.19	0	-1.73	-1.971	-1.625	0	-0.235	-0.124	-0.188
ENSG00000897	unchanged	FALSE	FALSE	FALSE	-5.088	288	288	FALSE	1.037	0.308498071899856	0.569555276198978	0.581955202546832	0.41092334231118	0.977982819175911	0	0.331	0.271	0.516	0	-0.044	-0.04	-0.223	0	0.003	0.017	0.041
ENSG00000899	unchanged	FALSE	FALSE	FALSE	-0.828	288	7.11	FALSE	1.13	0.287784539482798	0.549672117871454	0.54558486517281	0.167988349566121	0.952498617450853	0	-0.157	-0.49	0.164	0	0.105	0.242	0.054	0	-0.001	-0.013	-0.021
ENSG00000901	anticorrelated	TRUE	TRUE	TRUE	-2.497	288	32.81	FALSE	32.491	1.19775220435831e-08	1.80501257196797e-07	5.85803351759213e-08	1.82748359856066e-14	0.00167511876230257	0	1.473	0.803	-0.109	0	-0.581	-1.193	-1.184	0	0.015	0.086	0.104
ENSG00000903	kinetics_limited	TRUE	FALSE	FALSE	0.133	288	1.96	FALSE	5.621	0.0177479707144703	0.0793655545006134	0.0195601011322971	4.77646757272687e-88	0.150303428115021	0	3.201	3.134	2.183	0	0.231	0.694	-0.015	0	0.055	0.46	0.73
ENSG00000908	kinetics_limited	TRUE	FALSE	FALSE	0.154	288	12.49	FALSE	0.149	0.699491375450766	0.857019107970979	0.220335723278178	6.61307396198164e-12	0.176159098160623	0	1.208	0.785	0.457	0	-0.308	0.351	-0.058	0	0.012	0.071	0.108
ENSG00000910	kinetic_lag	TRUE	FALSE	FALSE	0.36	30.27	0.5	TRUE	0.239	0.625196910131904	0.806653890041763	0.132742101152471	1.36244906753049e-10	0.518173319748655	0	-1.138	-1.807	-1.54	0	-0.622	-0.231	-0.857	0	-0.059	-0.403	-0.81
ENSG00000914	unchanged	FALSE	FALSE	FALSE	2.84	0.5	1.54	TRUE	11.226	0.000806679048639766	0.00626631611494911	0.00278773362135059	0.656757307179053	0.110559411669556	0	-0.485	-0.327	-0.291	0	-0.902	-1.108	-0.667	0	-0.426	-0.333	-0.292
ENSG00000916	kinetics_limited	TRUE	TRUE	FALSE	-0.134	288	0.5	FALSE	2.957	0.0854932640718829	0.247656720929738	0.00131277091483043	2.78053683835044e-39	0.000284895092283822	0	1.46	1.662	1.748	0	-0.788	-0.251	0.251	0	0.015	0.128	0.28
ENSG00000921	protein_only	FALSE	TRUE	FALSE	6.117	7.11	41.76	TRUE	4.837	0.0278530172963962	0.112665186668102	0.0865000889249056	0.855944538482044	0.04818879238832	0	0.368	0.206	0.128	0	0.052	0.588	0.703	0	0.095	0.237	0.161
ENSG00000929	anticorrelated	TRUE	FALSE	TRUE	-0.368	288	62.44	FALSE	26.08	3.27575472958565e-07	4.33031787498734e-06	1.64157874247769e-06	7.90202769442903e-58	0.81382065062977	0	2.788	2.664	1.89	0	-0.238	-0.318	-0.58	0	0.042	0.341	0.556
ENSG00000930	protein_only	FALSE	TRUE	FALSE	-32.04	288	17.24	FALSE	27.717	1.40400974022171e-07	1.95911359121678e-06	7.34361020206084e-07	0.995528706488493	1.7709312447831e-08	0	0.083	0.049	-0.007	0	-0.117	-1.289	-0.744	0	0.001	0.003	0.004
ENSG00000931	unchanged	FALSE	FALSE	FALSE	0.491	288	0.5	FALSE	0.472	0.49215983809348	0.730004799219365	0.551123332737726	0.910957591629015	0.943798811608077	0	-0.302	-0.093	-0.205	0	-0.269	-0.004	0.061	0	-0.002	-0.01	-0.017
ENSG00000934	unchanged	FALSE	FALSE	FALSE	-10.419	288	288	FALSE	0.093	0.760209586720732	0.88572904256902	0.79510403300562	0.911569279143393	0.912600889109878	0	-0.08	0.122	0.102	0	-0.148	0.024	-0.086	0	-0.001	0	0.007
ENSG00000935	concordant	TRUE	TRUE	FALSE	2.161	7.71	27.93	TRUE	0.836	0.36059789415398	0.623131678612793	0.627019293456735	5.07360905886225e-27	0.00118897279878237	0	-0.938	-1.237	-1.498	0	-0.029	-0.782	-1.562	0	-0.183	-0.882	-1.338
ENSG00000938	kinetics_limited	TRUE	FALSE	FALSE	0.053	288	2.71	FALSE	0.788	0.374820532442901	0.63544478472046	0.136736545439749	1.82778184904854e-34	0.50797026107033	0	-2.084	-2.086	-1.258	0	0.065	-0.4	0.292	0	-0.01	-0.057	-0.112
ENSG00000942	unchanged	FALSE	FALSE	FALSE	-0.859	288	3.18	FALSE	0.641	0.423486588652755	0.68275266219634	0.614582994213347	0.21181384312896	0.965180658106117	0	-0.404	0.271	-0.291	0	0.013	-0.142	0.255	0	-0.003	-0.005	-0.005
ENSG00000953	kinetic_lag	TRUE	TRUE	FALSE	0.598	25.77	0.5	TRUE	3.769	0.0522120933774591	0.176817134201867	0.074751367894597	1.79114973597682e-58	0.010828611190944	0	1.194	2.034	2.115	0	0.712	0.954	1.454	0	0.118	0.917	1.585
ENSG00000955	kinetics_limited	TRUE	FALSE	FALSE	-3.345	288	288	FALSE	4.811	0.0282716923830351	0.113918289896347	0.0681238705850395	9.14842146878532e-15	0.815034518695525	0	-2.771	-1.726	-0.624	0	0.191	0.115	0.379	0	-0.012	-0.06	-0.103
ENSG00000956	unchanged	FALSE	FALSE	FALSE	3.481	0.54	5.16	TRUE	7.231	0.00716708724606973	0.0385742874279539	0.0266812763069231	0.916494552708502	0.333440005914573	0	-0.261	-0.184	-0.149	0	-0.286	-0.662	-0.576	0	-0.226	-0.187	-0.15
ENSG00000957	unchanged	FALSE	FALSE	FALSE	56.091	10.64	288	TRUE	4.89	0.0270149818676337	0.110329478792748	0.000697091017691455	0.852977336271958	0.380166684605392	0	0.033	-0.259	-0.014	0	-0.777	-0.169	-0.68	0	0.006	-0.093	-0.102
ENSG00000959	kinetic_lag	TRUE	FALSE	FALSE	6.25	41.76	288	TRUE	0.111	0.739545905473034	0.878581773236011	0.236148155919981	2.30072328247867e-36	0.276180486943036	0	-0.803	-1.413	-2.098	0	-0.008	0.162	-0.753	0	-0.033	-0.244	-0.591
ENSG00000960	unchanged	FALSE	FALSE	FALSE	-29.969	288	288	FALSE	4.07	0.043651543252296	0.157375300672751	0.0845967286807668	0.958375054751257	0.660422873759045	0	0.176	0.111	0.163	0	-0.142	-0.027	-0.549	0	0.001	0.008	0.015
ENSG00000961	kinetics_limited	TRUE	FALSE	FALSE	0.116	288	0.5	FALSE	2.74	0.0978667529981347	0.272615890514212	0.105689096110907	9.58998306373346e-50	0.0631981984003391	0	1.971	1.44	0.492	0	0.225	0.255	-0.251	0	0.023	0.153	0.215
ENSG00000963	unchanged	FALSE	FALSE	FALSE	2.512	23.78	86.15	TRUE	0.013	0.909655528632644	0.956702797956591	0.950230141857534	0.0193148245915789	0.589606058213818	0	0.396	0.167	0.385	0	-0.047	0.156	0.225	0	0.036	0.137	0.216
ENSG00000965	unchanged	FALSE	FALSE	FALSE	0.985	12.49	12.49	TRUE	0	0.991911183259503	0.993889729502707	0.764084049599776	0.884451159900723	0.977982819175911	0	-0.302	-0.001	-0.222	0	-0.046	-0.227	-0.018	0	-0.043	-0.094	-0.123
ENSG00000968	kinetics_limited	TRUE	FALSE	FALSE	0.384	93.37	7.11	FALSE	1.556	0.212316573327159	0.45971418966096	0.441807232729437	7.73596381602186e-61	0.327179171993797	0	2.211	2.018	2.264	0	0.263	0.8	0.788	0	0.084	0.555	0.965
ENSG00000970	unchanged	FALSE	FALSE	FALSE	0.445	288	0.5	FALSE	1.023	0.311705687579823	0.570766064620648	0.193838766761284	0.513226521900658	0.780819091049466	0	-0.449	-0.353	-0.279	0	-0.478	0.073	0.003	0	-0.003	-0.018	-0.033
ENSG00000981	protein_only	FALSE	TRUE	FALSE	13.12	0.5	11.53	TRUE	25.943	3.51735634426915e-07	4.56953104380484e-06	6.90945574752135e-08	0.542832438488208	0.0362357989165629	0	-0.272	0.081	-0.316	0	-1.215	-1.12	-1.383	0	-0.239	0.067	-0.304
ENSG00000982	concordant	TRUE	TRUE	FALSE	1.098	1.42	1.81	TRUE	0.476	0.490431932360265	0.729811748176737	0.623576255630243	2.92363070406496e-23	6.77154413366502e-07	0	1.467	1.734	0.944	0	1.02	1.974	0.982	0	1.046	1.704	1.014
ENSG00000985	unchanged	FALSE	FALSE	FALSE	-0.841	288	0.5	FALSE	2.69	0.100992340763647	0.279339084062375	0.0347333429643461	0.540090795399794	0.455362515569566	0	0.374	0.336	0.191	0	-0.368	-0.474	0.317	0	0.003	0.02	0.035
ENSG00000988	kinetics_limited	TRUE	FALSE	FALSE	0.081	288	0.95	FALSE	0.825	0.363846347377131	0.625932015407918	0.0441688697948863	1.54761446894261e-24	0.397803726651198	0	-1.601	-1.221	-0.968	0	-0.105	-0.502	0.442	0	-0.008	-0.047	-0.089
ENSG00000990	protein_only	FALSE	TRUE	FALSE	-5.851	288	0.69	FALSE	147.575	5.87393668319089e-34	6.80924813966821e-32	3.68649232452922e-33	0.77831635572776	4.27086070509492e-06	0	-0.317	-0.505	-0.3	0	1.449	3.141	1.484	0	-0.002	-0.017	-0.036
ENSG00000991	anticorrelated	TRUE	TRUE	TRUE	-1.398	288	4.39	FALSE	232.896	1.39249770727664e-52	6.99498014955301e-50	5.4929288736851e-54	1.16509183035844e-56	9.14183174975271e-12	0	2.474	1.89	1.207	0	-1.875	-2.208	-2.645	0	0.034	0.231	0.349
ENSG00000994	anticorrelated	TRUE	TRUE	TRUE	-0.861	288	2.94	FALSE	119.13	9.81027477662808e-28	5.68618618783789e-26	6.86951480734397e-27	1.11258277095953e-60	5.10571944749485e-09	0	2.171	1.932	1.917	0	-1.048	-1.477	-1.879	0	0.027	0.204	0.379
ENSG00000995	unchanged	FALSE	FALSE	FALSE	0.177	288	0.5	FALSE	0.091	0.762668869035427	0.886045429218613	0.416991401476561	0.967865240722399	0.824024304327161	0	0.333	0.256	0.329	0	0.231	-0.264	0.142	0	0.003	0.016	0.033
ENSG00000999	unchanged	FALSE	FALSE	FALSE	0.307	288	2.13	FALSE	0.232	0.630318903121259	0.810486848979298	0.793228520461851	0.605314987856315	0.990880980607212	0	-0.151	-0.369	0.265	0	0.08	-0.091	0.124	0	-0.001	-0.011	-0.013
ENSG00001005	unchanged	FALSE	FALSE	FALSE	-1.025	288	6.56	FALSE	2.444	0.11797539795936	0.308661327647144	0.0074273940053771	0.10453857004449	0.343128743713679	0	-0.609	0.018	-0.392	0	0.515	0.498	-0.167	0	-0.004	-0.015	-0.024
ENSG00001010	unchanged	FALSE	FALSE	FALSE	0.179	73.35	0.5	FALSE	0.032	0.857144127937616	0.933995806798255	0.982070718827918	0.066208616321496	0.717995886981583	0	-0.435	-0.251	-0.869	0	-0.08	-0.024	-0.154	0	-0.011	-0.058	-0.147
ENSG00001011	unchanged	FALSE	FALSE	FALSE	2.719	4.76	7.11	TRUE	0.643	0.422662583068308	0.682698948381617	0.678104557288856	0.771028574502402	0.894116536712956	0	-0.29	-0.073	0.086	0	-0.106	-0.395	0.134	0	-0.093	-0.135	0.04
ENSG00001014	unchanged	FALSE	FALSE	FALSE	-128.67	288	288	FALSE	3.419	0.0644505111212918	0.203620377903117	0.154150313250387	0.954993523666038	0.713853493399371	0	0.029	0.014	0.128	0	0.113	0.009	-0.706	0	0	0.001	0.005
ENSG00001017	anticorrelated	TRUE	TRUE	TRUE	-1.342	288	0.5	FALSE	166.571	4.14997621001527e-38	7.81751768561626e-36	2.2450267743201e-39	7.63087271115423e-45	2.87856251432034e-11	0	2.213	1.64	1.139	0	-3.139	-1.38	-1.928	0	0.028	0.187	0.289
ENSG00001018	unchanged	FALSE	FALSE	FALSE	0.857	0.5	0.5	TRUE	0.046	0.830604806184128	0.920383413911384	0.755467176759282	0.318376531844831	0.905833360887012	0	0.199	0.398	-0.134	0	0.344	0.247	-0.103	0	0.175	0.39	-0.118
ENSG00001019	kinetics_limited	TRUE	TRUE	FALSE	2.618	93.37	288	FALSE	0.631	0.427137818542146	0.68275266219634	0.147965415024958	2.92575826189334e-57	0.00177062848238006	0	1.39	2.255	1.841	0	-0.368	0.169	1.09	0	0.043	0.436	0.853
ENSG00001020	kinetics_limited	TRUE	FALSE	FALSE	-0.071	288	2.94	FALSE	1.516	0.218181141798097	0.466874689548353	0.283651375281553	1.96420548569137e-31	0.59163169983776	0	-1.911	-2.384	-3.161	0	-0.014	0.416	0.041	0	-0.009	-0.057	-0.127
ENSG00001021	unchanged	FALSE	FALSE	FALSE	-1.147	288	0.5	FALSE	9.706	0.00183676604623173	0.0125511506618492	0.00259998677947448	0.183516100263636	0.191626681271669	0	-0.374	-0.751	-0.605	0	0.748	1.006	0.301	0	-0.002	-0.022	-0.052
ENSG00001024	unchanged	FALSE	FALSE	FALSE	1.984	6.56	14.67	TRUE	0.335	0.562856507783881	0.775263767377273	0.272157968845108	0.719763723186113	0.706463943288844	0	-0.169	-0.094	-0.361	0	0.146	-0.487	-0.268	0	-0.043	-0.108	-0.263
ENSG00001026	unchanged	FALSE	FALSE	FALSE	-0.379	288	0.5	FALSE	0.765	0.381876077565684	0.640944872200583	0.0890564106558487	0.641380602935449	0.714055763050532	0	0.033	0.48	0.249	0	-0.542	-0.129	-0.12	0	0	0.012	0.035
ENSG00001028	concordant	TRUE	TRUE	FALSE	0.927	7.11	6.56	TRUE	0.158	0.690848473683337	0.85381898619221	0.898038913790694	1.62340176263315e-19	0.000548502027671106	0	1.671	1.208	0.541	0	0.552	1.147	0.784	0	0.525	1.265	0.822
ENSG00001030	protein_only	FALSE	TRUE	FALSE	5.403	0.5	0.5	TRUE	9.719	0.00182396516782518	0.0125511506618492	2.18694009591529e-14	0.955381671902621	1.93021098542782e-06	0	-0.074	-0.142	-0.095	0	-2.099	-0.162	-0.197	0	-0.065	-0.14	-0.096
ENSG00001031	unchanged	FALSE	FALSE	FALSE	29.512	14.67	288	TRUE	0.852	0.356041748936359	0.620962172410202	0.00638885711129229	0.79469036316073	0.11071460208734	0	-0.039	-0.213	-0.186	0	1.032	0.354	-0.655	0	-0.005	-0.079	-0.158
ENSG00001032	protein_only	FALSE	TRUE	FALSE	18.077	2.13	12.49	TRUE	43.752	3.72654761263569e-11	7.38935164768681e-10	2.32266915882044e-12	0.70628623199744	2.45658266086053e-05	0	0.135	-0.186	-0.155	0	-0.601	-0.768	-2.406	0	0.076	-0.131	-0.159
ENSG00001035	unchanged	FALSE	FALSE	FALSE	40.275	2.71	288	TRUE	1.863	0.172316650902439	0.396609272600707	0.360492269635849	0.696982483445415	0.855277572758314	0	0.187	0.06	0.145	0	0.018	0.166	0.562	0	0.093	0.087	0.131
ENSG00001037	unchanged	FALSE	FALSE	FALSE	-0.737	288	0.5	FALSE	5.684	0.0171167693451442	0.0774623765859827	0.00530649340531922	0.404018228271048	0.634927470065272	0	-0.225	-0.603	-0.465	0	0.674	0.375	0.196	0	-0.002	-0.017	-0.041
ENSG00001039	anticorrelated	TRUE	TRUE	TRUE	-0.809	288	0.5	FALSE	111.982	3.6058264765595e-26	1.87378637937075e-24	6.54647378158563e-28	2.14931670465498e-55	7.79553991136485e-11	0	1.587	2.312	1.679	0	-1.675	-1.149	-1.866	0	0.017	0.182	0.374
ENSG00001040	kinetics_limited	TRUE	FALSE	FALSE	2.002	128.82	288	FALSE	0.241	0.623816359410372	0.806653890041763	0.0708427372074063	7.97440039818038e-69	0.0804651444440657	0	1.741	1.914	1.47	0	-0.524	0.142	0.757	0	0.043	0.337	0.587
ENSG00001047	kinetics_limited	TRUE	FALSE	FALSE	0.053	288	0.5	FALSE	0.256	0.612860648448209	0.80171961563494	0.431115219849004	5.95944829706758e-47	0.914298667017273	0	-1.825	-2.309	-1.646	0	-0.305	0.071	-0.14	0	-0.009	-0.056	-0.117
ENSG00001049	unchanged	FALSE	FALSE	FALSE	-1.349	288	13.54	FALSE	1.225	0.268318946993186	0.523778048081257	0.43162450855191	0.830600277802091	0.951317635122141	0	-0.3	-0.075	-0.229	0	-0.042	0.281	0.134	0	-0.002	-0.009	-0.017
ENSG00001053	unchanged	FALSE	FALSE	FALSE	5.473	0.5	0.5	TRUE	17.529	2.82929965083853e-05	0.00028809152525768	0.000108753456865348	0.914461923260263	0.210750408786661	0	0.088	0.135	0.207	0	0.556	0.862	0.982	0	0.078	0.133	0.205
ENSG00001055	unchanged	FALSE	FALSE	FALSE	203.183	18.68	288	TRUE	4.72	0.0298138644350755	0.117616475664028	0.00501366374199806	0.947482875929044	0.356488993129346	0	-0.116	0.142	-0.048	0	0.398	-0.056	0.701	0	-0.012	0.008	0.023
ENSG00001062	unchanged	FALSE	FALSE	FALSE	0.199	288	0.5	FALSE	0.34	0.55996158074574	0.775263767377273	0.1877659582704	0.209666010146109	0.802674307304888	0	0.56	0.26	0.607	0	0.24	0.398	-0.156	0	0.005	0.024	0.051
ENSG00001071	kinetics_limited	TRUE	FALSE	FALSE	2.699	86.15	288	FALSE	0.428	0.51312245710581	0.744249800633739	0.287110781745028	3.6342648909365e-56	0.517722712425009	0	1.541	2.708	3.322	0	0.283	-0.649	2.116	0	0.053	0.592	1.424
ENSG00001073	unchanged	FALSE	FALSE	FALSE	0.849	0.5	0.5	TRUE	0.172	0.678358139104883	0.846858849876642	0.862988084805566	0.392388919047025	0.0975897914917039	0	-0.299	-0.48	-0.605	0	-0.309	-0.344	-0.518	0	-0.263	-0.472	-0.601
ENSG00001075	unchanged	FALSE	FALSE	FALSE	-35.883	288	288	FALSE	4.453	0.0348388661779696	0.132916889443545	0.0220831688409461	0.536978353826876	0.848824726902188	0	0.138	0.253	-0.197	0	-0.482	-0.241	-0.458	0	0.001	0.01	0.011
ENSG00001076	kinetics_limited	TRUE	FALSE	FALSE	0.684	288	288	FALSE	0.108	0.742148571669749	0.879259353385466	0.229917439544324	5.19201262765303e-07	0.730592918691421	0	1.52	1.292	1.533	0	-0.348	-0.087	0.261	0	0.016	0.112	0.226
ENSG00001077	kinetics_limited	TRUE	FALSE	FALSE	4.292	49.05	288	FALSE	0.631	0.426849237203177	0.68275266219634	0.398037525144893	1.22549508416506e-31	0.215564386639726	0	0.875	1.514	1.458	0	-0.062	0.046	1.042	0	0.044	0.403	0.805
ENSG00001081	unchanged	FALSE	FALSE	FALSE	-6.733	288	0.5	FALSE	9.297	0.00229479099672779	0.0148181590189901	0.00463805900840908	0.905873094602521	0.716740913928854	0	-0.123	-0.496	-0.203	0	2.011	2.756	1.859	0	-0.001	-0.013	-0.029
ENSG00001082	unchanged	FALSE	FALSE	FALSE	1.382	0.5	0.5	TRUE	0.461	0.497282241289895	0.733272346011617	0.205642560016309	0.708543818773871	0.646356539178727	0	0.012	-0.26	-0.406	0	-0.169	-0.683	-0.349	0	0.011	-0.249	-0.401
ENSG00001083	concordant	TRUE	TRUE	FALSE	0.901	4.76	3.45	TRUE	0.248	0.618419939456283	0.803412800655705	0.619941254749556	9.01571044987833e-32	0.000105157074545705	0	0.869	1.135	1.247	0	0.288	1.129	0.972	0	0.324	1.014	1.213
ENSG00001088	unchanged	FALSE	FALSE	FALSE	30.617	2.94	288	TRUE	0.332	0.564342636239462	0.775263767377273	0.832805047769993	0.926711411988309	0.894116536712956	0	-0.131	-0.015	-0.235	0	0.023	-0.115	-0.323	0	-0.06	-0.04	-0.196
ENSG00001089	concordant	TRUE	TRUE	FALSE	1.833	17.24	62.44	TRUE	2.666	0.102486160875939	0.281836942408832	0.205247232711616	1.34569398302933e-73	3.47877552209625e-11	0	1.408	2.693	2.943	0	-0.075	1.345	2.822	0	0.209	1.527	2.467
ENSG00001090	concordant	TRUE	TRUE	FALSE	0.758	10.64	4.76	TRUE	1.339	0.247250022111981	0.502164128467326	0.509608121064262	2.93875335774652e-34	1.92627313872669e-05	0	-1.227	-1.847	-1.923	0	-0.25	-1.159	-1.422	0	-0.171	-0.986	-1.651
ENSG00001092	concordant	TRUE	TRUE	FALSE	1.272	3.45	4.76	TRUE	5.332	0.0209419646547001	0.0896577861779347	0.0320931586774762	5.12521795714516e-43	2.44869504876244e-11	0	2.208	1.467	1.181	0	1.271	1.904	1.85	0	1.141	1.649	1.243
ENSG00001096	unchanged	FALSE	FALSE	FALSE	2.943	0.5	2.31	TRUE	3.733	0.0533451458732308	0.179361230284547	0.152824612138556	0.746597866672794	0.382235679035599	0	-0.034	-0.324	-0.004	0	-0.014	-0.797	-0.133	0	-0.03	-0.312	-0.014
ENSG00001097	unchanged	FALSE	FALSE	FALSE	1.486	2.94	5.16	TRUE	0.475	0.490915297476422	0.729811748176737	0.355378197501181	0.227323216165536	0.707412260103334	0	-0.564	-0.017	-0.458	0	-0.443	-0.43	-0.303	0	-0.248	-0.135	-0.379
ENSG00001100	protein_only	FALSE	TRUE	FALSE	81.51	10.64	18.68	TRUE	76.979	1.72760490811655e-18	5.4239595761076e-17	1.21102077852252e-23	0.947914643692094	6.27366193819171e-09	0	0.134	-0.048	0.034	0	0.449	2.754	-0.18	0	0.024	0.026	0.008
ENSG00001102	kinetics_limited	TRUE	TRUE	FALSE	2.484	93.37	288	FALSE	0.423	0.515342376841607	0.745223170468334	0.374143780778962	6.86841294355029e-52	0.0102779678798689	0	1.494	2.16	1.935	0	-0.226	0.236	0.998	0	0.047	0.437	0.854
ENSG00001105	unchanged	FALSE	FALSE	FALSE	0.363	67.68	0.5	FALSE	0.49	0.483802102628252	0.723303341925373	0.0404879262965774	0.644022582676255	0.447417345359384	0	-0.131	-0.285	-0.503	0	0.046	-0.667	0.117	0	-0.004	-0.037	-0.108
ENSG00001107	kinetics_limited	TRUE	FALSE	FALSE	0.12	109.67	0.5	FALSE	0.435	0.509354533118646	0.742406675542357	0.794832110148102	1.28002211811465e-24	0.3771132548914	0	-1.54	-1.95	-1.686	0	-0.17	-0.204	-0.23	0	-0.021	-0.133	-0.28
ENSG00001108	anticorrelated	TRUE	TRUE	TRUE	-3.285	288	62.44	FALSE	124.291	7.27422522807453e-29	4.98284428123105e-27	2.5096824093984e-31	1.26277520666814e-38	3.08908538253738e-12	0	1.667	1.631	0.668	0	-1.337	-1.337	-2.436	0	0.018	0.141	0.223
ENSG00001109	amplified	TRUE	TRUE	TRUE	1.803	6.06	15.9	TRUE	6.792	0.00915416276247133	0.047900428066126	0.0173089888594222	2.51574915350202e-41	5.1433066778273e-08	0	-1.662	-1.66	-1.391	0	-0.557	-1.312	-2.189	0	-0.359	-1.414	-1.465
ENSG00001111	protein_only	FALSE	TRUE	FALSE	-10.309	288	4.05	FALSE	158.448	2.47062613041562e-36	3.3847577986694e-34	1.61763768043955e-54	0.549721573266478	6.69519202349517e-14	0	-0.266	-0.212	-0.187	0	0.587	3.934	0.305	0	-0.002	-0.011	-0.021
ENSG00001112	unchanged	FALSE	FALSE	FALSE	11.304	8.35	57.62	TRUE	0.929	0.335040598180548	0.598939717032131	0.542166562244688	0.0866039214525803	0.949515280719738	0	0.399	-0.247	-0.012	0	0.305	0.255	-0.039	0	0.09	0.028	-0.075
ENSG00001113	kinetics_limited	TRUE	FALSE	FALSE	-0.137	288	0.5	FALSE	3.905	0.0481504129886163	0.168358868616809	0.106047242809465	1.2068606215201e-43	0.880997979567782	0	2.004	1.28	0.411	0	-0.287	-0.065	-0.222	0	0.024	0.147	0.198
ENSG00001114	unchanged	FALSE	FALSE	FALSE	-20.091	288	10.64	FALSE	17.598	2.72824901894741e-05	0.000279691923234949	4.07075649970009e-05	0.916337765573402	0.303723366298272	0	0.022	-0.099	-0.025	0	0.378	0.73	0.972	0	0	-0.001	-0.005
ENSG00001115	kinetic_lag	TRUE	TRUE	FALSE	1.533	38.53	73.35	TRUE	0.047	0.828020994782394	0.918871604666472	0.934963968065973	1.53191903219429e-40	8.13910016970532e-05	0	0.767	1.492	1.657	0	-0.037	0.428	0.993	0	0.047	0.451	0.954
ENSG00001123	concordant	TRUE	TRUE	FALSE	11.061	21.94	288	TRUE	0.101	0.750841909553313	0.882162534884092	0.346183909521374	3.15893721256301e-79	0.000291246749522297	0	-2.294	-2.555	-2.552	0	0.314	-0.757	-1.423	0	-0.133	-0.745	-1.434
ENSG00001124	unchanged	FALSE	FALSE	FALSE	3.32	0.5	0.5	TRUE	2.31	0.12856091029371	0.326163790930338	0.00211904781017872	0.929658795103265	0.0659259397633623	0	0.064	-0.218	-0.011	0	0.912	-0.553	0.673	0	0.056	-0.207	-0.017
ENSG00001125	unchanged	FALSE	FALSE	FALSE	-71.542	0.5	288	TRUE	0.909	0.340432659037722	0.604277994310773	0.302646631583821	0.703772397815422	0.775724984677708	0	-0.304	-0.213	0.352	0	0.24	0.371	1.335	0	-0.267	-0.217	0.335
ENSG00001127	protein_only	FALSE	TRUE	FALSE	-3.123	288	14.67	FALSE	32.311	1.31381395897152e-08	1.96031449125751e-07	8.66821967633537e-08	0.109781744870891	0.000215689167719897	0	0.695	0.391	0.209	0	-0.422	-1.056	-1.005	0	0.006	0.033	0.05
ENSG00001128	unchanged	FALSE	FALSE	FALSE	0.346	79.49	0.5	FALSE	0.389	0.532602373404573	0.756486123205176	0.49830186881289	0.407528127352175	0.97439884358171	0	0.166	0.518	0.458	0	0.341	0.146	0.098	0	0.004	0.06	0.151
ENSG00001131	unchanged	FALSE	FALSE	FALSE	-0.668	288	0.5	FALSE	1.735	0.187714613262391	0.424753636916552	0.351798312238762	0.343623830686178	0.855277572758314	0	-0.049	-0.35	-0.417	0	0.083	0.35	0.171	0	0	-0.008	-0.027
ENSG00001136	kinetics_limited	TRUE	FALSE	FALSE	3.192	73.35	288	FALSE	0.14	0.70789084823707	0.864498791161478	0.527735087403888	6.52316880762305e-28	0.283976393659665	0	0.932	1.254	1.481	0	-0.236	0.188	0.636	0	0.032	0.261	0.566
ENSG00001137	unchanged	FALSE	FALSE	FALSE	1.792	0.5	3.45	TRUE	0.562	0.453614018496318	0.704738480282425	0.377935967258675	0.474165613841477	0.590199447633147	0	-0.067	-0.444	0.115	0	-0.33	-0.584	-0.024	0	-0.059	-0.429	0.099
